
央视频道,#genre#
职业OL,https://videomy.yongaomy.com:8091/20191222/WGaysfrW/1500kb/hls/index.m3u8
制服美少女2,https://videomy.yongaomy.com:8091/20200104/ssClhQbc/1500kb/hls/index.m3u8
奏美沙,https://fc.maa1809.com/e/chifuosxst/chifuosxst.m3u8
奏音花音,https://videomy.yongaomy.com/20210907/Ekcv3tYC/1500kb/hls/index.m3u8
AMBI-112奏音花音,https://videomy.yongaomy.com/20211023/MtGqJmJr/1500kb/hls/index.m3u8
APKH-123奏音花音,https://videomy.yongaomy.com/20210825/d1JxSvZO/1500kb/hls/index.m3u8
BLK-458奏音花音,https://videomy.yongaomy.com/20211028/aA6JBM10/1500kb/hls/index.m3u8
carib002姬川,https://fc.maa1808.com/c/fpsvmyqlej/fpsvmyqlej.m3u8
carib004西川,https://fc.maa1808.com/f/xuyanbincr/xuyanbincr.m3u8
carib146西川,https://fc.maa1808.com/c/nofftnyelj/nofftnyelj.m3u8
carib182西川,https://fc.maa1808.com/f/tveemkomvr/tveemkomvr.m3u8
carib239西川,https://fc.maa1808.com/n/uvbinnjany/uvbinnjany.m3u8
carib288西川,https://fc.maa1808.com/m/jtzgqcaxvw/jtzgqcaxvw.m3u8
carib311西川,https://fc.maa1808.com/h/kmqtdxwjmz/kmqtdxwjmz.m3u8
carib337西川,https://fc.maa1808.com/d/uuvombzvvi/uuvombzvvi.m3u8
carib339姬川,https://fc.maa1808.com/d/pqkdrfftpw/pqkdrfftpw.m3u8
carib363西川,https://fc.maa1808.com/b/ravxbmkthk/ravxbmkthk.m3u8
carib375姬川,https://fc.maa1808.com/n/qwpcalfmpo/qwpcalfmpo.m3u8
carib375姬川,https://fc.maa1808.com/f/lpeelnsfwx/lpeelnsfwx.m3u8
carib420丘笑,https://fc.maa1808.com/d/qzwkkcltyl/qzwkkcltyl.m3u8
carib431北川,https://fc.maa1808.com/d/jestvkpubl/jestvkpubl.m3u8
carib433姬川,https://fc.maa1808.com/g/vphfeljbji/vphfeljbji.m3u8
carib449神田,https://fc.maa1808.com/b/txaohlcqnn/txaohlcqnn.m3u8
carib457北川,https://fc.maa1808.com/h/unxtgmrxzw/unxtgmrxzw.m3u8
carib474立花琉莉,https://fc.maa1808.com/h/oqmoimljpr/oqmoimljpr.m3u8
carib477立花琉莉,https://fc.maa1808.com/c/avmrmbmugl/avmrmbmugl.m3u8
carib478北川,https://fc.maa1808.com/d/lhnviuaoqi/lhnviuaoqi.m3u8
carib495神田,https://fc.maa1808.com/g/xvbqwmnpqm/xvbqwmnpqm.m3u8
carib531立花琉莉,https://fc.maa1808.com/n/cekgvsrnrr/cekgvsrnrr.m3u8
carib533丘笑,https://fc.maa1808.com/f/dkpfeyqgrj/dkpfeyqgrj.m3u8
carib541神田,https://fc.maa1808.com/c/rhmiiydppe/rhmiiydppe.m3u8
carib563爱莉,https://fc.maa1808.com/d/qscypinana/qscypinana.m3u8
carib563七濑,https://fc.maa1808.com/f/pwkupqugdm/pwkupqugdm.m3u8
carib589立花琉莉,https://fc.maa1808.com/n/okjmiigqsr/okjmiigqsr.m3u8
carib639神田,https://fc.maa1808.com/n/rpsqccbbug/rpsqccbbug.m3u8
carib665姬川,https://fc.maa1808.com/c/mrpmoinlmj/mrpmoinlmj.m3u8
carib665姬川,https://fc.maa1808.com/g/oplnohpsmh/oplnohpsmh.m3u8
carib674杏奈,https://fc.maa1808.com/g/jtlmkjipqv/jtlmkjipqv.m3u8
carib675神田,https://fc.maa1808.com/c/qmlpmophlh/qmlpmophlh.m3u8
carib710神田,https://fc.maa1808.com/h/mesmnroogk/mesmnroogk.m3u8
carib717杏奈,https://fc.maa1808.com/f/ssoskhqgml/ssoskhqgml.m3u8
carib744立花琉莉,https://fc.maa1808.com/c/kmiorrpitk/kmiorrpitk.m3u8
carib758美笑爱,https://fc.maa1808.com/c/rnpmkvqfrr/rnpmkvqfrr.m3u8
cawd-092皆川优奈,https://siwazywcdn2.com:5278/zhongwenzimu/5JDoELrc/index.m3u8
cjod-238奏音花音,https://videomy.yongaomy.com/20211007/R4AHRbjR/1500kb/hls/index.m3u8
DASD-675深田咏美,https://videomy.yongaomy.com/20211028/ebxtDsUR/1500kb/hls/index.m3u8
ebod-829北野未奈,https://siwazywcdn2.com:5278/zhongwenzimu/6MnoNVIC/index.m3u8
fsdss-039美乃,https://siwazywcdn2.com:5278/zhongwenzimu/30HRcubp/index.m3u8
heyzo0705杏奈,https://fc.maa1808.com/e/hacddcsdtd/hacddcsdtd.m3u8
heyzo1199希笑,https://fc.maa1808.com/d/bysmgbtdit/bysmgbtdit.m3u8
heyzo1243水谷,https://fc.maa1808.com/c/iqwejgyxjo/iqwejgyxjo.m3u8
heyzo1262西川,https://fc.maa1808.com/d/fhctzryess/fhctzryess.m3u8
heyzo1275水谷,https://fc.maa1808.com/m/yifrmmuwzg/yifrmmuwzg.m3u8
heyzo1395姬川,https://fc.maa1808.com/n/navpsngdew/navpsngdew.m3u8
heyzo1478丘笑,https://fc.maa1808.com/c/tbpdlnyuix/tbpdlnyuix.m3u8
heyzo1544姬川,https://fc.maa1808.com/h/xfjsphiogs/xfjsphiogs.m3u8
heyzo1570神田,https://fc.maa1808.com/b/xisxqtvjhu/xisxqtvjhu.m3u8
heyzo1590神田,https://fc.maa1808.com/m/qyqycucecx/qyqycucecx.m3u8
heyzo1601北川,https://fc.maa1808.com/d/mdsjynuabc/mdsjynuabc.m3u8
heyzo1638姬川,https://fc.maa1808.com/n/hvxlbaoohy/hvxlbaoohy.m3u8
heyzo1691神田,https://fc.maa1808.com/d/gxoiwurbtv/gxoiwurbtv.m3u8
heyzo1722杏奈,https://fc.maa1808.com/f/xbztwfweja/xbztwfweja.m3u8
heyzo1786杏奈,https://fc.maa1808.com/b/ehazmnswdt/ehazmnswdt.m3u8
hnd-842奏音花音,https://videomy.yongaomy.com/20211009/MZnz3FCC/1500kb/hls/index.m3u8
ipx-511,https://siwazywcdn2.com:5278/ribenyouma/NkRh5zW8/index.m3u8
JUFE-104,https://siwazywcdn2.com:5278/zhongwenzimu/4TrvxJeg/index.m3u8
JUFE-317,https://siwazywcdn2.com:5278/zhongwenzimu/jO6fu8ZG/index.m3u8
JUFE-344,https://siwazywcdn2.com:5278/zhongwenzimu/J6DxUZXG/index.m3u8
KNAM-005奏音花音,https://videomy.yongaomy.com/20211106/5KZCzleX/1500kb/hls/index.m3u8
MEYD-647川上奈奈美,https://siwazywcdn2.com:5278/zhongwenzimu/3YPtObjx/index.m3u8
MEYD-695北野未来,https://siwazywcdn2.com:5278/zhongwenzimu/mqkTS3cV/index.m3u8
MIAA-247,https://siwazywcdn2.com:5278/zhongwenzimu/TZb8hicm/index.m3u8
MIAA-248奏音花音,https://videomy.yongaomy.com/20210721/6NCwf1nt/1500kb/hls/index.m3u8
MIAA-320,https://siwazywcdn2.com:5278/zhongwenzimu/4idREMlz/index.m3u8
MIAA-329,https://siwazywcdn2.com:5278/zhongwenzimu/L946ZPST/index.m3u8
MIFD-117,https://siwazywcdn2.com:5278/zhongwenzimu/2imBA5or/index.m3u8
mifd070永瀬,https://fc.maa1808.com/n/shnlrwlnlo/shnlrwlnlo.m3u8
MUDR-133,https://siwazywcdn2.com:5278/zhongwenzimu/kjah84rx/index.m3u8
pondo273水谷,https://fc.maa1808.com/g/pzvktykubw/pzvktykubw.m3u8
pondo311水谷,https://fc.maa1808.com/c/vkitdntxfe/vkitdntxfe.m3u8
pondo350西川,https://fc.maa1808.com/h/fmrcohtytf/fmrcohtytf.m3u8
pondo366水谷,https://fc.maa1808.com/c/wgucctcnwb/wgucctcnwb.m3u8
pondo419西川,https://fc.maa1808.com/b/ptytphcyus/ptytphcyus.m3u8
pondo450西川,https://fc.maa1808.com/f/omlrqipols/omlrqipols.m3u8
pondo488姬川,https://fc.maa1808.com/g/ibktjjcjvi/ibktjjcjvi.m3u8
pondo518姬川,https://fc.maa1808.com/h/uglvzhiqwb/uglvzhiqwb.m3u8
pondo559北川,https://fc.maa1808.com/h/ibogkqnaah/ibogkqnaah.m3u8
pondo597西川,https://fc.maa1808.com/n/iqphtushdl/iqphtushdl.m3u8
pondo613七濑,https://fc.maa1808.com/e/vwiedbxdkp/vwiedbxdkp.m3u8
pondo618水谷,https://fc.maa1808.com/c/dyostrmwue/dyostrmwue.m3u8
pondo764杏奈,https://fc.maa1808.com/g/rgihjwnolt/rgihjwnolt.m3u8
pondo793杏奈,https://fc.maa1808.com/f/kpprkumlkh/kpprkumlkh.m3u8
SCOP-697,https://siwazywcdn2.com:5278/zhongwenzimu/59LHYbi4/index.m3u8
siro1774奏音花音,https://videomy.yongaomy.com/20210716/1uTF5FjS/1500kb/hls/index.m3u8
ssis-096乙白沙也,https://siwazywcdn2.com:5278/zhongwenzimu/0GbVxCsv/index.m3u8
ssis-118梦乃,https://siwazywcdn2.com:5278/zhongwenzimu/5yvSxVeg/index.m3u8
SSNI-658A,https://siwazywcdn2.com:5278/zhongkouwei/nwba4LUx/index.m3u8
SSNI-658B,https://siwazywcdn2.com:5278/zhongkouwei/WBdOE3qp/index.m3u8
ssni-778儿玉玲奈,https://siwazywcdn2.com:5278/zhongwenzimu/6Lwmk5xH/index.m3u8
UMD-737奏音花音,https://video2.51daao.com/btt1/2021/10/20211019/wO9PIxFb/2000kb/hls/index.m3u8
WAAA-087工藤良罗,https://siwazywcdn2.com:5278/zhongwenzimu/0SuepbFL/index.m3u8
WANZ-957奏音花音,https://videomy.yongaomy.com/20211017/jSi0DQcD/1500kb/hls/index.m3u8

测试,#genre#
A,https://edge-hls.doppiocdn.com/hls/84309668/master/84309668.m3u8
B,https://edge-hls.doppiocdn.com/hls/83434713/master/83434713.m3u8
C,https://edge-hls.doppiocdn.com/hls/83335761/master/83335761.m3u8
D,https://edge-hls.doppiocdn.com/hls/81646341/master/81646341.m3u8
